order_id,order_date,region,category,customer_id,sales,quantity
NS-0079,2024-02-15,South,Furniture,C-0079,100.28,1
NS-0080,2024-02-22,South,Furniture,C-0080,99.89,1
NS-0081,2024-01-01,South,Office Supplies,C-0081,101.14,1
NS-0082,2024-01-08,South,Office Supplies,C-0082,101.23,1
NS-0083,2024-01-15,South,Office Supplies,C-0083,98.76,1
NS-0084,2024-01-22,South,Office Supplies,C-0084,98.39,1
NS-0085,2024-02-01,South,Office Supplies,C-0085,99.72,1
NS-0086,2024-02-08,South,Office Supplies,C-0086,99.69,1
NS-0087,2024-02-15,South,Office Supplies,C-0087,99.87,1
NS-0088,2024-02-22,South,Office Supplies,C-0088,100.92,1
NS-0089,2024-01-01,South,Technology,C-0089,100.69,1
NS-0090,2024-01-08,South,Technology,C-0090,101.94,1
NS-0091,2024-01-15,South,Technology,C-0091,98.39,1
NS-0092,2024-01-22,South,Technology,C-0092,99.61,1
NS-0093,2024-02-01,South,Technology,C-0093,99.36,1
NS-0094,2024-02-08,South,Technology,C-0094,101.45,1
NS-0095,2024-02-15,South,Technology,C-0095,98.99,1
NS-0096,2024-02-22,South,Technology,C-0096,98.76,1
